ID_POSLA,VRSTA_KUPOPRODAJNEGA_POSLA,DATUM_UVELJAVITVE,DATUM_SKLENITVE_POGODBE,POGODBENA_CENA_ODSKODNINA,VKLJUCENOST_DDV,STOPNJA_DDV,DATUM_IZTEKA_LIZINGA,DATUM_PRENEHANJA_LIZINGA,OPOMBE_O_PRAVNEM_POSLU,POSREDOVANJE_NEPREMICNINSKE_AGENCIJE,DATUM_ZADNJE_SPREMEMBE_POSLA,DATUM_ZADNJE_UVELJAVITVE_POSLA,VRSTA_AKTA,TRZNOST_POSLA,LETO_x,RPE_OBCINE_SIFRA_x,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,PARCELNA_STEVILKA_ZA_GEOLOKACIJO,INTERNA_OZNAKA_DELA_STAVBE,EVIDENTIRANOST_DELA_STAVBE,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE,STAVBA_JE_DOKONCANA,GRADBENA_FAZA,NOVOGRADNJA,PRODANA_POVRSINA,PRODANI_DELEZ_DELA_STAVBE,PRODANA_POVRSINA_DELA_STAVBE,PRODANA_UPORABNA_POVRSINA_DELA_STAVBE,NADSTROPJE_DELA_STAVBE,STEVILO_ZUNANJIH_PARKIRNIH_MEST,ATRIJ,POVRSINA_ATRIJA,OPOMBE_O_NEPREMICNINI,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA,PROSTORI_DELA_STAVBE,POGODBENA_CENA_DELA_STAVBE,STOPNJA_DDV_DELA_STAVBE,E_CENTROID,N_CENTROID,LETO_y,RPE_OBCINE_SIFRA_y
337458,1,17.08.2017,12.04.2017,34079.34,0,,,,,0,15.04.2025,17.08.2017,1,3,2017,70,654,OREŠJE,MARIBOR,326,1,,,1,,,,,,13,1987,1,,,23,31/42,,,,,,,,1271401 - Drug kmetijski del stavbe,pritličje,,23.4,23.4,-,,,552021.76,158409.91,2017,70
337481,1,17.08.2017,23.05.2017,85000,0,,,,,0,15.04.2025,17.08.2017,1,1,2017,70,655,MELJE,MARIBOR,1079,3,,,1,MARIBOR,KREMPLOVA ULICA,2,,3,2,2000,1,,,95,1/1,,,1,2,,,,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,3,94.7,64.9," Klet, shramba | Odprt balkon",,,550927.86,158135.14,2017,70
337482,3,17.08.2017,24.03.2017,52000,0,,,,,0,15.04.2025,17.08.2017,1,3,2017,70,681,POBREŽJE,MARIBOR,977,14,,,1,MARIBOR,ULICA GOCETA DELČEVA,23,,14,2,1982,1,,,63,1/1,,,2,,,,,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,2,62.7,52," Klet, shramba | Odprta loža",,,551602.47,157123.01,2017,70
337483,1,17.08.2017,23.05.2017,90000,0,,,,,0,15.04.2025,17.08.2017,1,1,2017,70,678,SPODNJE RADVANJE,MARIBOR,87,3,,,1,MARIBOR,ULICA ARNOLDA TOVORNIKA,13,,3,2,1980,1,,,90,1/1,,,1,,,,,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,4,90.1,74.7," Klet, shramba | Odprt balkon",,,548224.54,155484.51,2017,70
337484,1,17.08.2017,15.05.2017,77500,0,,,,,0,15.04.2025,17.08.2017,1,2,2017,70,639,POČEHOVA,MARIBOR,59,1,,,1,,,,,,13,1983,1,,,30,1/1,,,,,,,,1271401 - Drug kmetijski del stavbe,pritličje,,29.7,29.7,-,,,550604.68,161667.53,2017,70
337484,1,17.08.2017,15.05.2017,77500,0,,,,,0,15.04.2025,17.08.2017,1,2,2017,70,639,POČEHOVA,MARIBOR,58,1,,,1,MARIBOR,ŠENTILJSKA CESTA,169,,,1,1983,1,,,69,1/1,,,,,,,,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,pritličje,3,69,61.2," Klet, shramba | Odprt balkon | Podstrešje",,,550586.23,161665.11,2017,70
336348,1,17.08.2017,14.06.2017,8600,0,,,,,0,15.04.2025,17.08.2017,1,1,2017,70,657,MARIBOR-GRAD,MARIBOR,1293,30,,,1,MARIBOR,CANKARJEVA ULICA,4,,,15,1963,1,,,45,1/1,,,2,,,,,"1274006 - Transformator, transformatorska postaja",nadstropje,,44.9,44.9,-,,,550094.84,158122.1,2017,70
336354,1,17.08.2017,16.06.2017,18500,0,,,,,0,15.04.2025,17.08.2017,1,3,2017,70,678,SPODNJE RADVANJE,MARIBOR,522,75,,,1,MARIBOR,GORIŠKA ULICA,3,,17,2,1969,1,,,33,1/2,,,3,,,,,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,1,32.7,30," Klet, shramba",,,549002,155848.94,2017,70
336356,1,17.08.2017,14.06.2017,15000,0,,,,,0,15.04.2025,17.08.2017,1,3,2017,70,657,MARIBOR-GRAD,MARIBOR,1097,5,,,1,MARIBOR,RAZLAGOVA ULICA,24,,5,2,1869,1,,,178,107/1000,,,1,,,,,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,5,177.5,177.5,-,,,550169.01,158238.67,2017,70
336358,1,17.08.2017,14.06.2017,31500,0,,,,,0,15.04.2025,17.08.2017,1,1,2017,70,658,KOROŠKA VRATA,MARIBOR,747,3,,,1,MARIBOR,SMETANOVA ULICA,46,,2,2,1911,1,,,33,1/1,,,,,,,,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,pritličje,1,32.9,28.8," Klet, shramba",,,548674.48,158090.46,2017,70
