ID_POSLA,DEJANSKA_RABA_DELA_STAVBE,OBCINA,IME_KO,NASELJE,E_CENTROID,N_CENTROID,DATUM_UVELJAVITVE,POGODBENA_CENA_ODSKODNINA,POVRSINA,CENA_M2,STEVILO_SOB,NADSTROPJE_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE
376160,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508286.59,136102.17,18.04.2018,72500.0,69.5,1043.1654676258993,3.0,1.0,1974
370170,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509274.1,135697.39,15.03.2018,53900.0,54.8,983.5766423357665,2.0,6.0,1981
370908,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508700.23,135350.57,15.03.2018,63000.0,67.9,927.8350515463917,2.0,5.0,1973
387481,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508476.18,135767.14,13.07.2018,52000.0,43.7,1189.9313501144163,2.0,1.0,1974
376124,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508165.29,136117.7,18.04.2018,155000.0,99.2,1562.5,4.0,2.0,2008
316048,"1110003 - Stanovanje, ki se nahaja v vmesni vrstni hiši",VELENJE,VELENJE,VELENJE,508575.53,135984.33,08.03.2018,173500.0,87.5,1982.857142857143,,,2012
386033,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510072.34,135275.1,13.07.2018,54000.0,37.2,1451.6129032258063,1.0,4.0,1982
358822,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509257.04,135752.0,04.01.2018,46592.0,49.1,948.9205702647657,1.0,,1980
366103,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509314.99,135820.36,14.02.2018,56000.0,54.4,1029.4117647058824,2.0,3.0,1981
366104,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510050.34,135295.6,14.02.2018,54000.0,58.0,931.0344827586207,2.0,2.0,1982
397998,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508700.23,135350.57,15.10.2018,115000.0,119.3,963.9564124056999,4.0,6.0,1973
386065,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509340.46,135712.89,13.07.2018,94000.0,81.3,1156.2115621156213,4.0,7.0,1984
366900,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509055.14,135669.08,14.02.2018,46000.0,44.9,1024.498886414254,2.0,5.0,1960
366554,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508700.23,135350.57,14.02.2018,48000.0,69.9,686.695278969957,2.0,4.0,1973
361775,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508334.43,136202.56,11.01.2018,37500.0,31.7,1182.9652996845425,1.0,4.0,1956
361781,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510377.56,135289.34,11.01.2018,55000.0,63.3,868.8783570300159,2.0,2.0,1981
358866,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508716.67,135879.15,05.01.2018,57300.0,55.7,1028.7253141831238,2.0,2.0,1958
399394,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508400.22,135667.43,15.10.2018,52000.0,49.8,1044.1767068273093,2.0,5.0,1975
361146,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508343.59,136148.04,11.01.2018,54900.0,58.5,938.4615384615385,2.0,2.0,1957
362202,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508570.95,135902.03,11.01.2018,31000.0,30.3,1023.1023102310231,1.0,2.0,1956
361954,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508386.4,136181.53,11.01.2018,57000.0,37.4,1524.0641711229948,1.0,4.0,1956
398399,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509422.84,135765.64,15.10.2018,54600.0,39.8,1371.8592964824122,1.0,3.0,1980
362031,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508546.97,135960.22,11.01.2018,70000.0,64.5,1085.2713178294573,2.0,1.0,1948
362086,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508608.95,135575.29,11.01.2018,28000.0,28.1,996.44128113879,1.0,5.0,1963
399202,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508440.69,135607.83,15.10.2018,70000.0,61.6,1136.3636363636363,2.0,4.0,1975
398526,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508564.45,135369.36,15.10.2018,100000.0,95.8,1043.8413361169103,4.0,22.0,1970
360534,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509340.46,135712.89,11.01.2018,60000.0,56.4,1063.8297872340427,2.0,13.0,1984
403481,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509791.15,136142.12,12.11.2018,45000.0,33.5,1343.2835820895523,,,1987
403482,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510377.56,135289.34,12.11.2018,60000.0,71.0,845.0704225352113,3.0,5.0,1981
402271,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508696.46,136114.42,12.11.2018,95000.0,75.9,1251.6469038208168,3.0,2.0,1955
403540,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508519.37,135501.73,12.11.2018,84000.0,77.0,1090.909090909091,3.0,4.0,1998
403551,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508403.31,135575.77,12.11.2018,46000.0,50.6,909.0909090909091,1.0,5.0,1974
397786,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509759.81,135934.13,15.10.2018,40000.0,42.2,947.867298578199,2.0,2.0,1985
365514,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508645.39,135994.76,14.02.2018,30000.0,25.9,1158.3011583011585,1.0,,1956
365514,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508645.39,135994.76,14.02.2018,30000.0,19.8,1515.151515151515,1.0,2.0,1956
397874,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509895.48,135243.25,15.10.2018,74500.0,77.7,958.8159588159588,3.0,4.0,1977
365521,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508775.91,135844.81,14.02.2018,68000.0,73.4,926.4305177111715,3.0,4.0,1963
365931,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509257.04,135752.0,14.02.2018,27060.0,37.3,725.4691689008043,1.0,4.0,1980
365912,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508414.04,135523.47,14.02.2018,38000.0,28.5,1333.3333333333333,1.0,2.0,1972
397919,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508499.28,135902.8,15.10.2018,56000.0,42.9,1305.3613053613053,2.0,4.0,1959
365441,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508589.4,135862.96,14.02.2018,65000.0,53.8,1208.17843866171,2.0,3.0,1958
365443,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508414.04,135523.47,14.02.2018,44000.0,28.6,1538.4615384615383,1.0,2.0,1972
365445,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508827.59,135415.99,14.02.2018,55000.0,56.6,971.7314487632509,2.0,14.0,1961
365448,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509889.59,135134.61,14.02.2018,50000.0,52.4,954.1984732824428,2.0,14.0,1978
365451,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,VELENJE,VINSKA GORA,VINSKA GORA,513109.26,133650.55,14.02.2018,110000.0,136.4,806.4516129032257,4.0,,1977
366096,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508310.1,136049.08,14.02.2018,70000.0,71.9,973.5744089012517,3.0,7.0,1975
402025,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508268.79,135994.83,12.11.2018,66500.0,47.7,1394.1299790356393,2.0,5.0,1975
374843,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509936.69,135138.93,18.04.2018,58000.0,52.9,1096.4083175803403,2.0,6.0,1978
375156,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508343.59,136148.04,18.04.2018,62000.0,75.4,822.2811671087533,3.0,5.0,1957
403042,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508608.95,135575.29,12.11.2018,56000.0,57.2,979.020979020979,3.0,3.0,1963
402440,"1110002 - Stanovanje, ki se nahaja v krajni vrstni hiši",VELENJE,VELENJE,VELENJE,509838.35,135421.01,12.11.2018,157000.0,133.0,1180.451127819549,4.0,,1978
402551,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509936.69,135138.93,12.11.2018,55500.0,45.9,1209.1503267973856,2.0,1.0,1978
375097,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508610.84,136041.81,18.04.2018,91000.0,74.8,1216.577540106952,3.0,2.0,1954
387287,"1110002 - Stanovanje, ki se nahaja v krajni vrstni hiši",VELENJE,VELENJE,VELENJE,509812.39,135607.49,13.07.2018,205000.0,90.8,2257.7092511013216,4.0,,1978
387316,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508369.34,136088.93,13.07.2018,30000.0,22.3,1345.2914798206277,1.0,1.0,1973
386705,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508425.18,135884.97,13.07.2018,22510.0,18.6,1210.2150537634407,1.0,3.0,1964
374218,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509842.89,135152.45,18.04.2018,31500.0,22.2,1418.918918918919,1.0,3.0,1978
370516,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509889.59,135134.61,15.03.2018,53000.0,47.3,1120.507399577167,2.0,12.0,1978
371261,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508286.59,136102.17,15.03.2018,84000.0,69.4,1210.3746397694524,3.0,3.0,1974
371358,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508369.34,136088.93,15.03.2018,38000.0,31.5,1206.3492063492063,1.0,3.0,1973
367391,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508653.22,136068.21,14.02.2018,45000.0,52.0,865.3846153846154,2.0,2.0,1956
375612,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508612.32,135365.52,18.04.2018,22000.0,23.0,956.5217391304348,1.0,2.0,1965
386297,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508400.22,135667.43,13.07.2018,50800.0,46.8,1085.4700854700855,2.0,2.0,1975
369346,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509534.61,135749.78,15.03.2018,55000.0,57.1,963.2224168126095,2.0,4.0,1984
370035,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508400.22,135667.43,15.03.2018,46500.0,47.0,989.3617021276596,2.0,11.0,1975
359777,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509257.04,135752.0,11.01.2018,46592.0,49.1,948.9205702647657,1.0,,1980
386144,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509387.92,135647.17,13.07.2018,55000.0,54.3,1012.8913443830571,2.0,9.0,1982
386166,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508998.66,135849.64,13.07.2018,70000.0,70.6,991.501416430595,4.0,4.0,1974
387438,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510289.25,135322.38,13.07.2018,54500.0,40.2,1355.7213930348257,1.0,2.0,1981
386264,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508963.63,135882.2,13.07.2018,22400.0,18.7,1197.860962566845,1.0,2.0,1960
387357,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508369.34,136088.93,13.07.2018,40000.0,30.5,1311.4754098360656,1.0,1.0,1973
361372,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509814.59,136206.63,11.01.2018,53000.0,44.1,1201.8140589569161,2.0,6.0,1988
359975,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510377.56,135289.34,11.01.2018,66000.0,63.5,1039.3700787401574,3.0,5.0,1981
370077,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508514.28,135415.46,15.03.2018,60000.0,45.0,1333.3333333333333,2.0,7.0,1970
361599,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508400.22,135667.43,11.01.2018,47000.0,51.6,910.8527131782945,2.0,2.0,1975
395140,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508656.31,135818.5,14.09.2018,20000.0,20.1,995.0248756218905,1.0,5.0,1958
395207,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508444.53,135590.64,14.09.2018,49000.0,35.1,1396.0113960113958,1.0,7.0,1975
362356,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509814.59,136206.63,11.01.2018,52000.0,45.7,1137.855579868709,2.0,5.0,1988
361612,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508315.5,135703.79,11.01.2018,60000.0,35.5,1690.1408450704225,1.0,3.0,2013
362565,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508286.59,136102.17,11.01.2018,20000.0,21.3,938.9671361502348,1.0,2.0,1974
361748,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509045.45,135500.38,11.01.2018,54500.0,51.4,1060.3112840466927,2.0,4.0,1963
397600,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509340.46,135712.89,15.10.2018,65000.0,56.0,1160.7142857142858,2.0,10.0,1984
364907,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509902.54,136361.89,14.02.2018,58000.0,55.5,1045.045045045045,2.0,1.0,2004
373919,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509871.59,136409.78,18.04.2018,58000.0,32.0,1812.5,2.0,1.0,2011
373980,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508414.04,135523.47,18.04.2018,76000.0,72.4,1049.7237569060774,3.0,4.0,1972
398929,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508716.67,135879.15,15.10.2018,77000.0,59.8,1287.6254180602007,2.0,1.0,1958
387954,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508235.08,136067.7,13.07.2018,80000.0,68.6,1166.1807580174927,2.0,4.0,1978
403019,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508583.08,136012.17,12.11.2018,70000.0,56.7,1234.567901234568,2.0,2.0,1948
403021,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508373.02,135925.92,12.11.2018,99000.0,100.0,990.0,3.0,4.0,1963
403022,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508700.23,135350.57,12.11.2018,78000.0,68.3,1142.0204978038068,2.0,3.0,1973
403030,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509117.73,135544.95,12.11.2018,60000.0,73.3,818.5538881309686,1.0,3.0,1959
399589,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508564.87,135422.27,15.10.2018,25000.0,22.3,1121.0762331838564,1.0,2.0,1965
399058,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,VELENJE,VELENJE,VELENJE,507923.62,136473.45,15.10.2018,81000.0,49.5,1636.3636363636363,2.0,,1925
399074,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508624.58,135814.33,15.10.2018,67000.0,51.3,1306.0428849902535,2.0,4.0,1958
395209,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509045.45,135500.38,14.09.2018,87000.0,77.0,1129.8701298701299,3.0,1.0,1963
395239,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508534.27,135873.16,14.09.2018,31050.0,29.9,1038.4615384615386,1.0,4.0,1956
365816,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509117.73,135544.95,14.02.2018,13500.0,28.2,478.72340425531917,1.0,5.0,1959
407441,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508276.88,135891.59,17.12.2018,64000.0,53.0,1207.5471698113208,2.0,2.0,1966
393406,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508403.31,135575.77,14.09.2018,67000.0,56.3,1190.0532859680284,2.0,2.0,1974
407267,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,VELENJE,VELENJE,VELENJE,509345.9,136216.06,17.12.2018,86000.0,60.2,1428.5714285714284,2.0,1.0,1969
407275,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509876.78,136090.97,17.12.2018,66500.0,63.0,1055.5555555555557,2.0,8.0,1986
407278,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509448.52,135673.82,17.12.2018,85000.0,78.4,1084.1836734693877,3.0,1.0,1982
407294,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508369.34,136088.93,17.12.2018,24600.0,24.6,999.9999999999999,1.0,3.0,1973
406158,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508385.3,136398.63,17.12.2018,80000.0,53.5,1495.3271028037384,2.0,1.0,1994
406376,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509937.63,135218.52,17.12.2018,43000.0,42.3,1016.548463356974,2.0,5.0,1980
406378,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508508.55,135555.66,17.12.2018,85000.0,66.7,1274.3628185907046,3.0,3.0,1971
406403,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508378.86,136331.7,17.12.2018,143000.0,69.8,2048.7106017191977,5.0,2.0,1991
406398,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508719.6,135830.07,17.12.2018,63000.0,46.0,1369.5652173913043,2.0,4.0,1958
406657,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508492.67,136023.68,17.12.2018,87500.0,64.9,1348.2280431432973,3.0,2.0,1950
379300,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508827.59,135415.99,15.05.2018,39550.0,54.4,727.0220588235294,2.0,3.0,1961
379607,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508369.34,136088.93,15.05.2018,61000.0,67.0,910.4477611940298,3.0,4.0,1973
369742,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508343.59,136148.04,15.03.2018,51000.0,59.4,858.5858585858587,2.0,5.0,1957
369806,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509889.59,135134.61,15.03.2018,59000.0,53.7,1098.6964618249533,2.0,13.0,1978
386614,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510204.45,135291.57,13.07.2018,38500.0,28.4,1355.6338028169014,1.0,3.0,1980
370452,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508700.23,135350.57,15.03.2018,82500.0,63.2,1305.379746835443,2.0,3.0,1973
370477,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508549.17,135490.99,15.03.2018,53702.0,46.7,1149.9357601713061,2.0,1.0,1968
379778,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508998.66,135849.64,15.05.2018,72000.0,63.2,1139.240506329114,2.0,3.0,1974
390961,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510377.56,135289.34,11.09.2018,67000.0,72.7,921.595598349381,3.0,4.0,1981
370404,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508700.23,135350.57,15.03.2018,28000.0,24.4,1147.5409836065573,1.0,1.0,1973
392512,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509957.94,136441.5,11.09.2018,72500.0,64.6,1122.2910216718267,2.0,2.0,1991
370378,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509257.04,135752.0,15.03.2018,87000.0,87.3,996.5635738831616,4.0,2.0,1980
378748,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,510289.25,135322.38,15.05.2018,44000.0,40.2,1094.5273631840796,1.0,2.0,1981
375283,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509814.59,136206.63,18.04.2018,65000.0,66.9,971.5994020926755,3.0,2.0,1988
378931,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508286.59,136102.17,15.05.2018,45000.0,49.4,910.9311740890688,2.0,5.0,1974
379460,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509311.83,135768.77,15.05.2018,67000.0,53.9,1243.0426716141003,2.0,5.0,1981
391741,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508562.08,136270.97,11.09.2018,55000.0,49.0,1122.4489795918366,2.0,2.0,1961
386889,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509312.17,135640.15,13.07.2018,60500.0,56.3,1074.600355239787,2.0,5.0,1982
379823,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,509895.48,135243.25,15.05.2018,56250.0,77.7,723.9382239382239,3.0,4.0,1977
379109,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,VELENJE,VELENJE,VELENJE,508286.59,136102.17,15.05.2018,24300.0,21.3,1140.8450704225352,1.0,1.0,1974
